Latitude (decimal degrees):	12.307
Longitude (decimal degrees):	76.650
Elevation (m):	756
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230119:1930,0.0,0.0,0.0,0.0,0.0,17.48,2.55,0.0
20230119:2030,0.0,0.0,0.0,0.0,0.0,16.86,2.62,0.0
20230119:2130,0.0,0.0,0.0,0.0,0.0,16.27,2.62,0.0
20230119:2230,0.0,0.0,0.0,0.0,0.0,15.71,2.55,0.0
20230119:2330,0.0,0.0,0.0,0.0,0.0,15.18,2.41,0.0
20230120:0030,0.0,0.0,0.0,0.0,0.0,14.69,2.34,0.0
20230120:0130,4.28,0.0,14.55,0.0,1.72,14.28,2.21,0.0
20230120:0230,151.78,150.4,68.1,0.0,15.21,14.4,1.93,0.0
20230120:0330,364.09,361.46,97.3,0.0,28.15,17.14,2.28,0.0
20230120:0430,535.66,559.01,113.05,0.0,40.11,19.8,2.76,0.0
20230120:0530,650.25,709.81,121.1,0.0,50.14,21.94,2.97,0.0
20230120:0630,705.61,793.36,123.5,0.0,56.49,23.76,3.03,0.0
20230120:0730,706.77,803.36,120.6,0.0,56.94,24.84,3.03,0.0
20230120:0830,649.14,730.91,116.4,0.0,51.29,25.96,2.97,0.0
20230120:0930,538.5,586.41,111.9,0.0,41.63,26.6,2.9,0.0
20230120:1030,378.07,402.41,92.1,0.0,29.87,26.76,2.9,0.0
20230120:1130,172.8,185.1,68.35,0.0,17.03,26.43,2.97,0.0
20230120:1230,8.85,24.4,14.34,0.0,3.6,25.62,2.69,0.0
20230120:1330,0.0,0.0,0.0,0.0,0.0,23.68,2.55,0.0
20230120:1430,0.0,0.0,0.0,0.0,0.0,22.2,2.55,0.0
20230120:1530,0.0,0.0,0.0,0.0,0.0,21.22,2.48,0.0
20230120:1630,0.0,0.0,0.0,0.0,0.0,20.45,2.41,0.0
20230120:1730,0.0,0.0,0.0,0.0,0.0,19.79,2.41,0.0
20230120:1830,0.0,0.0,0.0,0.0,0.0,19.23,2.48,0.0
20230120:1930,0.0,0.0,0.0,0.0,0.0,18.49,2.21,0.0
20230120:2030,0.0,0.0,0.0,0.0,0.0,17.93,2.28,0.0
20230120:2130,0.0,0.0,0.0,0.0,0.0,17.44,2.41,0.0
20230120:2230,0.0,0.0,0.0,0.0,0.0,17.07,2.41,0.0
20230120:2330,0.0,0.0,0.0,0.0,0.0,16.95,2.28,0.0
20230121:0030,0.0,0.0,0.0,0.0,0.0,16.89,2.14,0.0
20230121:0130,4.33,0.0,14.75,0.0,1.7,16.79,2.14,0.0
20230121:0230,130.86,115.2,75.55,0.0,15.22,17.03,1.93,0.0
20230121:0330,322.54,294.05,113.8,0.0,28.19,19.07,3.31,0.0
20230121:0430,468.26,395.61,190.15,0.0,40.18,21.07,3.59,0.0
20230121:0530,547.36,489.61,205.3,0.0,50.28,22.9,3.1,0.0
20230121:0630,643.6,633.01,201.55,0.0,56.69,24.35,2.9,0.0
20230121:0730,667.62,697.01,175.75,0.0,57.17,25.82,3.1,0.0
20230121:0830,632.55,687.31,139.35,0.0,51.51,26.82,3.1,0.0
20230121:0930,523.12,551.46,128.45,0.0,41.82,27.42,2.97,0.0
20230121:1030,361.17,370.56,103.5,0.0,30.04,27.55,2.83,0.0
20230121:1130,160.13,155.8,79.25,0.0,17.17,27.29,2.76,0.0
20230121:1230,7.84,15.8,15.64,0.0,3.72,26.51,2.48,0.0
20230121:1330,0.0,0.0,0.0,0.0,0.0,24.96,2.28,0.0
20230121:1430,0.0,0.0,0.0,0.0,0.0,23.53,2.48,0.0
20230121:1530,0.0,0.0,0.0,0.0,0.0,22.48,2.69,0.0
20230121:1630,0.0,0.0,0.0,0.0,0.0,21.53,2.76,0.0
20230121:1730,0.0,0.0,0.0,0.0,0.0,20.72,2.62,0.0
20230121:1830,0.0,0.0,0.0,0.0,0.0,19.95,2.48,0.0
20230121:1930,0.0,0.0,0.0,0.0,0.0,19.11,2.0,0.0
20230121:2030,0.0,0.0,0.0,0.0,0.0,18.25,2.07,0.0
20230121:2130,0.0,0.0,0.0,0.0,0.0,17.53,2.21,0.0
20230121:2230,0.0,0.0,0.0,0.0,0.0,17.0,2.34,0.0
20230121:2330,0.0,0.0,0.0,0.0,0.0,16.6,2.41,0.0
20230122:0030,0.0,0.0,0.0,0.0,0.0,16.23,2.41,0.0
20230122:0130,4.2,0.0,14.5,0.0,1.69,16.07,2.34,0.0
20230122:0230,134.09,127.3,68.3,0.0,15.23,16.26,2.21,0.0
20230122:0330,328.16,287.25,126.9,0.0,28.23,18.25,2.83,0.0
20230122:0430,515.85,527.96,120.1,0.0,40.27,20.59,2.83,0.0
20230122:0530,626.84,676.71,126.45,0.0,50.41,22.79,2.83,0.0
20230122:0630,615.97,572.66,223.45,0.0,56.88,24.64,3.03,0.0
20230122:0730,646.14,651.16,187.3,0.0,57.41,25.48,3.31,0.0
20230122:0830,630.78,689.31,129.55,0.0,51.73,26.48,3.45,0.0
20230122:0930,526.85,567.76,111.85,0.0,42.02,27.16,3.59,0.0
20230122:1030,365.14,377.06,99.25,0.0,30.2,27.32,3.59,0.0
20230122:1130,168.4,176.7,69.8,0.0,17.32,27.02,3.52,0.0
20230122:1230,9.34,24.15,14.81,0.0,3.84,26.21,3.03,0.0
20230122:1330,0.0,0.0,0.0,0.0,0.0,24.38,2.69,0.0
20230122:1430,0.0,0.0,0.0,0.0,0.0,23.03,2.76,0.0
20230122:1530,0.0,0.0,0.0,0.0,0.0,22.07,2.69,0.0
20230122:1630,0.0,0.0,0.0,0.0,0.0,21.29,2.62,0.0
20230122:1730,0.0,0.0,0.0,0.0,0.0,20.77,2.62,0.0
20230122:1830,0.0,0.0,0.0,0.0,0.0,20.31,2.76,0.0
20230122:1930,0.0,0.0,0.0,0.0,0.0,19.81,2.76,0.0
20230122:2030,0.0,0.0,0.0,0.0,0.0,19.21,2.69,0.0
20230122:2130,0.0,0.0,0.0,0.0,0.0,18.53,2.48,0.0
20230122:2230,0.0,0.0,0.0,0.0,0.0,17.96,2.34,0.0
20230122:2330,0.0,0.0,0.0,0.0,0.0,17.46,2.28,0.0
20230123:0030,0.0,0.0,0.0,0.0,0.0,17.06,2.21,0.0
20230123:0130,3.77,0.0,13.75,0.0,1.68,16.66,2.07,0.0
20230123:0230,139.65,138.1,66.25,0.0,15.25,16.76,1.72,0.0
20230123:0330,340.66,337.51,96.0,0.0,28.28,19.13,2.14,0.0
20230123:0430,504.75,524.26,113.5,0.0,40.35,21.5,2.55,0.0
20230123:0530,615.57,670.66,122.5,0.0,50.56,23.72,2.62,0.0
20230123:0630,665.85,738.56,133.75,0.0,57.09,25.59,2.69,0.0
20230123:0730,649.33,703.71,147.2,0.0,57.65,26.91,3.03,0.0
20230123:0830,517.54,501.41,170.4,0.0,51.96,28.24,3.1,0.0
20230123:0930,330.6,185.3,246.2,0.0,42.21,28.83,3.1,0.0
20230123:1030,164.51,59.9,164.3,0.0,30.37,28.68,3.24,0.0
20230123:1130,105.83,60.4,96.55,0.0,17.46,27.88,3.66,0.0
20230123:1230,8.99,20.15,15.59,0.0,3.96,26.92,3.72,0.0
20230123:1330,0.0,0.0,0.0,0.0,0.0,25.23,3.66,0.0
20230123:1430,0.0,0.0,0.0,0.0,0.0,23.95,3.59,0.0
20230123:1530,0.0,0.0,0.0,0.0,0.0,23.01,3.38,0.0
20230123:1630,0.0,0.0,0.0,0.0,0.0,22.28,3.17,0.0
20230123:1730,0.0,0.0,0.0,0.0,0.0,21.71,2.97,0.0
20230123:1830,0.0,0.0,0.0,0.0,0.0,21.08,2.83,0.0
20230123:1930,0.0,0.0,0.0,0.0,0.0,20.51,2.55,0.0
20230123:2030,0.0,0.0,0.0,0.0,0.0,20.14,2.34,0.0
20230123:2130,0.0,0.0,0.0,0.0,0.0,19.64,2.28,0.0
20230123:2230,0.0,0.0,0.0,0.0,0.0,19.26,2.14,0.0
20230123:2330,0.0,0.0,0.0,0.0,0.0,18.99,2.07,0.0
20230124:0030,0.0,0.0,0.0,0.0,0.0,18.8,2.0,0.0
20230124:0130,2.8,0.0,12.05,0.0,1.68,18.92,2.07,0.0
20230124:0230,89.77,61.25,73.75,0.0,15.27,19.21,2.07,0.0
20230124:0330,278.77,223.75,132.35,0.0,28.33,20.52,3.17,0.0
20230124:0430,396.37,328.75,170.15,0.0,40.45,22.39,3.03,0.0
20230124:0530,486.62,384.6,236.9,0.0,50.7,24.25,2.76,0.0
20230124:0630,443.23,321.85,248.95,0.0,57.3,25.87,2.34,0.0
20230124:0730,433.98,290.9,272.45,0.0,57.89,26.59,2.0,0.0
20230124:0830,279.9,102.6,264.55,0.0,52.19,27.19,1.72,0.0
20230124:0930,296.27,142.7,244.45,0.0,42.41,27.15,2.0,0.0
20230124:1030,202.16,111.6,158.05,0.0,30.54,26.98,2.48,0.0
20230124:1130,57.79,29.15,63.3,0.0,17.6,25.78,2.62,0.0
20230124:1230,5.21,7.1,13.99,0.0,4.08,24.56,2.48,0.0
20230124:1330,0.0,0.0,0.0,0.0,0.0,23.94,1.93,0.0
20230124:1430,0.0,0.0,0.0,0.0,0.0,23.29,1.79,0.0
20230124:1530,0.0,0.0,0.0,0.0,0.0,22.67,1.79,0.0
20230124:1630,0.0,0.0,0.0,0.0,0.0,22.1,1.86,0.0
20230124:1730,0.0,0.0,0.0,0.0,0.0,21.75,1.86,0.0
20230124:1830,0.0,0.0,0.0,0.0,0.0,21.28,1.79,0.0
20230124:1930,0.0,0.0,0.0,0.0,0.0,20.69,1.38,0.0
20230124:2030,0.0,0.0,0.0,0.0,0.0,20.14,1.59,0.0
20230124:2130,0.0,0.0,0.0,0.0,0.0,19.59,1.86,0.0
20230124:2230,0.0,0.0,0.0,0.0,0.0,19.16,2.07,0.0
20230124:2330,0.0,0.0,0.0,0.0,0.0,18.71,2.28,0.0
20230125:0030,0.0,0.0,0.0,0.0,0.0,18.41,2.28,0.0
20230125:0130,4.09,0.0,14.4,0.0,1.68,18.35,2.28,0.0
20230125:0230,97.35,67.35,77.2,0.0,15.29,18.5,2.21,0.0
20230125:0330,241.72,146.2,163.35,0.0,28.39,19.8,2.97,0.0
20230125:0430,364.19,217.1,241.1,0.0,40.54,21.29,2.97,0.0
20230125:0530,480.91,349.6,262.2,0.0,50.86,23.03,2.62,0.0
20230125:0630,616.25,583.16,220.9,0.0,57.52,24.81,2.34,0.0
20230125:0730,585.65,562.46,203.1,0.0,58.14,26.56,2.48,0.0
20230125:0830,589.3,583.21,192.5,0.0,52.42,27.41,2.41,0.0
20230125:0930,521.62,565.26,118.3,0.0,42.61,28.13,2.41,0.0
20230125:1030,368.59,387.76,97.6,0.0,30.7,28.39,2.69,0.0
20230125:1130,173.64,182.4,71.5,0.0,17.74,28.17,3.03,0.0
20230125:1230,11.0,26.85,15.8,0.0,4.2,27.25,2.83,0.0
20230125:1330,0.0,0.0,0.0,0.0,0.0,25.2,2.62,0.0
20230125:1430,0.0,0.0,0.0,0.0,0.0,23.64,2.76,0.0
20230125:1530,0.0,0.0,0.0,0.0,0.0,22.58,2.9,0.0
20230125:1630,0.0,0.0,0.0,0.0,0.0,21.66,2.83,0.0
20230125:1730,0.0,0.0,0.0,0.0,0.0,20.84,2.69,0.0
20230125:1830,0.0,0.0,0.0,0.0,0.0,20.07,2.48,0.0
20230125:1930,0.0,0.0,0.0,0.0,0.0,19.39,2.21,0.0
20230125:2030,0.0,0.0,0.0,0.0,0.0,18.63,2.21,0.0
20230125:2130,0.0,0.0,0.0,0.0,0.0,17.94,2.34,0.0
20230125:2230,0.0,0.0,0.0,0.0,0.0,17.39,2.41,0.0
20230125:2330,0.0,0.0,0.0,0.0,0.0,16.92,2.41,0.0
20230126:0030,0.0,0.0,0.0,0.0,0.0,16.44,2.34,0.0
20230126:0130,4.09,0.0,14.3,0.0,1.68,15.95,2.21,0.0
20230126:0230,145.32,139.2,71.1,0.0,15.32,15.98,1.86,0.0
20230126:0330,346.38,327.56,111.45,0.0,28.45,18.44,2.14,0.0
20230126:0430,507.72,495.06,147.05,0.0,40.64,21.11,2.41,0.0
20230126:0530,613.79,622.16,171.25,0.0,51.02,23.3,2.34,0.0
20230126:0630,676.2,744.01,149.05,0.0,57.74,25.25,2.21,0.0
20230126:0730,676.53,751.01,149.8,0.0,58.4,26.68,2.21,0.0
20230126:0830,623.65,676.56,152.8,0.0,52.66,27.81,2.14,0.0
20230126:0930,514.76,528.91,149.5,0.0,42.81,28.52,2.14,0.0
20230126:1030,353.56,319.6,147.6,0.0,30.87,28.72,2.41,0.0
20230126:1130,166.6,138.2,102.65,0.0,17.88,28.43,2.69,0.0
20230126:1230,13.35,18.9,22.4,0.0,4.32,27.42,2.34,0.0
20230126:1330,0.0,0.0,0.0,0.0,0.0,25.25,2.55,0.0
20230126:1430,0.0,0.0,0.0,0.0,0.0,23.58,2.76,0.0
20230126:1530,0.0,0.0,0.0,0.0,0.0,22.33,2.9,0.0
20230126:1630,0.0,0.0,0.0,0.0,0.0,21.37,2.83,0.0
20230126:1730,0.0,0.0,0.0,0.0,0.0,20.44,2.69,0.0
20230126:1830,0.0,0.0,0.0,0.0,0.0,19.62,2.62,0.0
20230126:1930,0.0,0.0,0.0,0.0,0.0,19.0,2.41,0.0
20230126:2030,0.0,0.0,0.0,0.0,0.0,18.34,2.34,0.0
20230126:2130,0.0,0.0,0.0,0.0,0.0,17.68,2.34,0.0
20230126:2230,0.0,0.0,0.0,0.0,0.0,17.08,2.41,0.0
20230126:2330,0.0,0.0,0.0,0.0,0.0,16.56,2.48,0.0
20230127:0030,0.0,0.0,0.0,0.0,0.0,16.11,2.48,0.0
20230127:0130,4.33,0.0,14.7,0.0,1.69,15.78,2.41,0.0
20230127:0230,144.31,133.8,74.35,0.0,15.35,15.95,2.0,0.0
20230127:0330,347.19,318.71,120.5,0.0,28.51,18.39,2.34,0.0
20230127:0430,530.01,554.41,116.8,0.0,40.75,20.85,2.28,0.0
20230127:0530,641.79,710.61,123.35,0.0,51.18,23.03,2.07,0.0
20230127:0630,694.81,788.11,130.3,0.0,57.97,25.09,2.28,0.0
20230127:0730,699.27,800.46,127.9,0.0,58.66,26.53,2.55,0.0
20230127:0830,647.7,736.36,121.7,0.0,52.9,27.7,2.55,0.0
20230127:0930,543.1,602.36,111.5,0.0,43.01,28.39,2.48,0.0
20230127:1030,385.98,413.46,96.05,0.0,31.03,28.63,2.48,0.0
20230127:1130,184.86,197.95,71.3,0.0,18.02,28.39,2.62,0.0
20230127:1230,12.38,30.6,15.96,0.0,4.43,27.43,2.41,0.0
20230127:1330,0.0,0.0,0.0,0.0,0.0,25.17,2.62,0.0
20230127:1430,0.0,0.0,0.0,0.0,0.0,23.44,2.76,0.0
20230127:1530,0.0,0.0,0.0,0.0,0.0,22.22,2.76,0.0
20230127:1630,0.0,0.0,0.0,0.0,0.0,21.24,2.69,0.0
20230127:1730,0.0,0.0,0.0,0.0,0.0,20.37,2.62,0.0
20230127:1830,0.0,0.0,0.0,0.0,0.0,19.55,2.41,0.0
20230127:1930,0.0,0.0,0.0,0.0,0.0,18.77,2.21,0.0
20230127:2030,0.0,0.0,0.0,0.0,0.0,17.85,2.14,0.0
20230127:2130,0.0,0.0,0.0,0.0,0.0,16.96,2.14,0.0
20230127:2230,0.0,0.0,0.0,0.0,0.0,16.16,2.14,0.0
20230127:2330,0.0,0.0,0.0,0.0,0.0,15.49,2.14,0.0
20230128:0030,0.0,0.0,0.0,0.0,0.0,14.9,2.14,0.0
20230128:0130,4.17,0.0,14.35,0.0,1.7,14.35,2.07,0.0
20230128:0230,153.69,154.1,66.65,0.0,15.39,14.34,1.79,0.0
20230128:0330,364.45,367.66,95.9,0.0,28.58,18.55,1.72,0.0
20230128:0430,533.54,566.86,112.75,0.0,40.86,21.46,2.07,0.0
20230128:0530,645.23,717.51,122.35,0.0,51.35,23.81,2.28,0.0
20230128:0630,700.28,801.61,125.9,0.0,58.21,25.69,2.41,0.0
20230128:0730,703.54,812.36,124.95,0.0,58.93,27.02,2.55,0.0
20230128:0830,651.53,745.21,120.7,0.0,53.14,27.98,2.48,0.0
20230128:0930,547.51,608.96,111.4,0.0,43.21,28.48,2.48,0.0
20230128:1030,390.0,418.16,96.25,0.0,31.2,28.63,2.55,0.0
20230128:1130,187.66,201.0,71.6,0.0,18.15,28.35,2.62,0.0
20230128:1230,12.97,31.5,16.23,0.0,4.55,27.42,2.14,0.0
20230128:1330,0.0,0.0,0.0,0.0,0.0,25.37,2.41,0.0
20230128:1430,0.0,0.0,0.0,0.0,0.0,23.51,2.55,0.0
20230128:1530,0.0,0.0,0.0,0.0,0.0,22.21,2.76,0.0
20230128:1630,0.0,0.0,0.0,0.0,0.0,21.21,2.83,0.0
20230128:1730,0.0,0.0,0.0,0.0,0.0,20.42,2.83,0.0
20230128:1830,0.0,0.0,0.0,0.0,0.0,19.67,2.69,0.0
20230128:1930,0.0,0.0,0.0,0.0,0.0,18.76,2.48,0.0
20230128:2030,0.0,0.0,0.0,0.0,0.0,18.04,2.34,0.0
20230128:2130,0.0,0.0,0.0,0.0,0.0,17.26,2.21,0.0
20230128:2230,0.0,0.0,0.0,0.0,0.0,16.49,2.14,0.0
20230128:2330,0.0,0.0,0.0,0.0,0.0,15.74,2.07,0.0
20230129:0030,0.0,0.0,0.0,0.0,0.0,14.99,2.0,0.0
20230129:0130,4.25,0.0,14.5,0.0,1.72,14.26,2.0,0.0
20230129:0230,155.56,156.4,66.65,0.0,15.43,14.18,1.72,0.0
20230129:0330,366.91,372.51,95.4,0.0,28.65,18.64,1.45,0.0
20230129:0430,534.1,572.36,112.0,0.0,40.98,21.76,1.72,0.0
20230129:0530,646.38,720.51,122.25,0.0,51.52,24.27,2.34,0.0
20230129:0630,703.75,800.61,126.8,0.0,58.45,26.19,2.97,0.0
20230129:0730,710.76,808.91,126.45,0.0,59.2,27.39,3.66,0.0
20230129:0830,657.05,740.66,121.85,0.0,53.39,28.34,3.66,0.0
20230129:0930,548.94,603.51,112.4,0.0,43.41,28.85,3.52,0.0
20230129:1030,389.07,413.26,97.25,0.0,31.37,29.0,3.52,0.0
20230129:1130,185.77,194.4,74.45,0.0,18.29,28.63,3.52,0.0
20230129:1230,13.69,28.7,18.28,0.0,4.66,27.65,3.1,0.0
20230129:1330,0.0,0.0,0.0,0.0,0.0,25.6,2.76,0.0
20230129:1430,0.0,0.0,0.0,0.0,0.0,24.0,2.69,0.0
20230129:1530,0.0,0.0,0.0,0.0,0.0,22.87,2.76,0.0
20230129:1630,0.0,0.0,0.0,0.0,0.0,21.96,2.83,0.0
20230129:1730,0.0,0.0,0.0,0.0,0.0,21.3,2.97,0.0
20230129:1830,0.0,0.0,0.0,0.0,0.0,20.68,2.97,0.0
20230129:1930,0.0,0.0,0.0,0.0,0.0,20.32,2.62,0.0
20230129:2030,0.0,0.0,0.0,0.0,0.0,19.69,2.48,0.0
20230129:2130,0.0,0.0,0.0,0.0,0.0,19.12,2.34,0.0
20230129:2230,0.0,0.0,0.0,0.0,0.0,18.55,2.28,0.0
20230129:2330,0.0,0.0,0.0,0.0,0.0,18.09,2.28,0.0
20230130:0030,0.0,0.0,0.0,0.0,0.0,17.64,2.21,0.0
20230130:0130,4.6,0.0,15.25,0.0,1.74,17.27,2.0,0.0
20230130:0230,142.41,136.9,70.35,0.0,15.47,17.19,1.59,0.0
20230130:0330,346.1,340.61,101.55,0.0,28.73,19.76,1.79,0.0
20230130:0430,510.05,533.31,119.15,0.0,41.09,22.23,1.79,0.0
20230130:0530,617.12,680.76,128.15,0.0,51.7,24.42,1.72,0.0
20230130:0630,629.34,657.81,175.25,0.0,58.69,26.29,1.93,0.0
20230130:0730,346.69,149.05,302.25,0.0,59.47,27.8,2.69,0.0
20230130:0830,279.53,100.55,265.15,0.0,53.63,27.85,2.76,0.0
20230130:0930,210.1,69.4,209.4,0.0,43.61,27.79,2.76,0.0
20230130:1030,210.07,121.35,158.35,0.0,31.53,27.5,2.55,0.0
20230130:1130,118.14,101.8,73.3,0.0,18.43,27.39,2.48,0.0
20230130:1230,9.89,19.05,16.33,0.0,4.77,26.91,2.21,0.0
20230130:1330,0.0,0.0,0.0,0.0,0.0,25.5,2.07,0.0
20230130:1430,0.0,0.0,0.0,0.0,0.0,24.6,2.14,0.0
20230130:1530,0.0,0.0,0.0,0.0,0.0,23.87,2.21,0.0
20230130:1630,0.0,0.0,0.0,0.0,0.0,22.96,2.34,0.0
20230130:1730,0.0,0.0,0.0,0.0,0.0,22.32,2.34,0.0
20230130:1830,0.0,0.0,0.0,0.0,0.0,21.9,2.34,0.0
20230130:1930,0.0,0.0,0.0,0.0,0.0,21.15,2.0,0.0
20230130:2030,0.0,0.0,0.0,0.0,0.0,20.57,1.93,0.0
20230130:2130,0.0,0.0,0.0,0.0,0.0,20.19,1.72,0.0
20230130:2230,0.0,0.0,0.0,0.0,0.0,19.86,1.72,0.0
20230130:2330,0.0,0.0,0.0,0.0,0.0,19.73,1.66,0.0
20230131:0030,0.0,0.0,0.0,0.0,0.0,19.53,1.66,0.0
20230131:0130,3.8,0.0,13.95,0.0,1.76,19.82,1.66,0.0
20230131:0230,60.35,12.25,80.15,0.0,15.52,20.29,1.93,0.0
20230131:0330,208.87,99.4,171.9,0.0,28.81,21.12,2.62,0.0
20230131:0430,289.78,213.95,151.35,0.0,41.22,22.04,3.03,0.0
20230131:0530,536.85,499.81,180.15,0.0,51.89,23.16,3.17,0.0
20230131:0630,542.93,480.4,211.75,0.0,58.95,25.08,3.66,0.0
20230131:0730,478.79,409.5,200.25,0.0,59.75,26.26,3.79,0.0
20230131:0830,466.69,440.85,155.75,0.0,53.88,27.21,3.59,0.0
20230131:0930,458.89,427.6,163.6,0.0,43.82,27.87,3.59,0.0
20230131:1030,272.5,218.25,139.65,0.0,31.7,28.47,3.72,0.0
20230131:1130,140.31,112.45,91.1,0.0,18.56,28.13,3.72,0.0
20230131:1230,14.79,13.9,26.03,0.0,4.88,27.71,3.1,0.0
20230131:1330,0.0,0.0,0.0,0.0,0.0,26.25,2.34,0.0
20230131:1430,0.0,0.0,0.0,0.0,0.0,24.92,2.41,0.0
20230131:1530,0.0,0.0,0.0,0.0,0.0,23.94,2.48,0.0
20230131:1630,0.0,0.0,0.0,0.0,0.0,22.98,2.69,0.0
20230131:1730,0.0,0.0,0.0,0.0,0.0,22.19,2.76,0.0
20230131:1830,0.0,0.0,0.0,0.0,0.0,21.57,2.9,0.0
20230131:1930,0.0,0.0,0.0,0.0,0.0,20.56,2.48,0.0
20230131:2030,0.0,0.0,0.0,0.0,0.0,19.77,2.34,0.0
20230131:2130,0.0,0.0,0.0,0.0,0.0,19.0,2.14,0.0
20230131:2230,0.0,0.0,0.0,0.0,0.0,18.25,1.93,0.0
20230131:2330,0.0,0.0,0.0,0.0,0.0,17.37,1.72,0.0
20230201:0030,0.0,0.0,0.0,0.0,0.0,16.2,1.59,0.0
20230201:0130,6.11,0.0,17.7,0.0,1.79,15.6,1.52,0.0
20230201:0230,136.36,129.35,68.4,0.0,15.57,15.83,1.38,0.0
20230201:0330,359.18,359.36,101.45,0.0,28.89,19.85,1.31,0.0
20230201:0430,526.29,555.36,117.4,0.0,41.35,22.98,2.34,0.0
20230201:0530,642.22,694.76,136.15,0.0,52.08,25.22,3.31,0.0
20230201:0630,705.0,792.96,128.75,0.0,59.2,26.97,3.93,0.0
20230201:0730,705.52,798.46,130.25,0.0,60.04,28.19,3.93,0.0
20230201:0830,648.84,721.86,131.2,0.0,54.13,29.1,3.79,0.0
20230201:0930,539.24,573.16,131.4,0.0,44.02,29.58,3.66,0.0
20230201:1030,352.46,345.3,118.35,0.0,31.86,29.73,3.45,0.0
20230201:1130,163.68,138.2,97.95,0.0,18.69,29.41,3.31,0.0
20230201:1230,16.98,7.65,32.11,0.0,4.99,28.72,2.83,0.0
20230201:1330,0.0,0.0,0.0,0.0,0.0,27.0,2.41,0.0
20230201:1430,0.0,0.0,0.0,0.0,0.0,25.89,2.41,0.0
20230201:1530,0.0,0.0,0.0,0.0,0.0,24.85,2.62,0.0
20230201:1630,0.0,0.0,0.0,0.0,0.0,24.03,3.03,0.0
20230201:1730,0.0,0.0,0.0,0.0,0.0,23.15,3.1,0.0
20230201:1830,0.0,0.0,0.0,0.0,0.0,22.63,2.83,0.0
20230201:1930,0.0,0.0,0.0,0.0,0.0,21.56,2.62,0.0
20230201:2030,0.0,0.0,0.0,0.0,0.0,20.87,2.55,0.0
20230201:2130,0.0,0.0,0.0,0.0,0.0,20.25,2.41,0.0
20230201:2230,0.0,0.0,0.0,0.0,0.0,19.83,2.28,0.0
20230201:2330,0.0,0.0,0.0,0.0,0.0,19.44,2.0,0.0
20230202:0030,0.0,0.0,0.0,0.0,0.0,19.22,1.86,0.0
20230202:0130,4.6,0.0,15.35,0.0,1.82,19.02,1.79,0.0
20230202:0230,123.21,96.1,83.45,0.0,15.63,18.98,1.72,0.0
20230202:0330,332.85,316.35,111.4,0.0,28.98,21.48,2.0,0.0
20230202:0430,501.72,494.91,141.95,0.0,41.48,23.74,3.31,0.0
20230202:0530,620.08,653.46,140.9,0.0,52.27,25.52,4.14,0.0
20230202:0630,631.64,646.11,166.75,0.0,59.46,26.99,4.62,0.0
20230202:0730,599.55,612.01,158.25,0.0,60.32,27.51,4.62,0.0
20230202:0830,458.43,392.35,192.9,0.0,54.39,27.97,4.69,0.0
20230202:0930,404.52,331.4,186.35,0.0,44.22,27.81,4.48,0.0
20230202:1030,237.76,172.6,139.85,0.0,32.02,27.84,4.34,0.0
20230202:1130,145.36,129.85,80.15,0.0,18.82,27.3,4.07,0.0
20230202:1230,9.72,13.5,18.15,0.0,5.1,26.78,3.66,0.0
20230202:1330,0.0,0.0,0.0,0.0,0.0,25.6,2.9,0.0
20230202:1430,0.0,0.0,0.0,0.0,0.0,25.05,2.76,0.0
20230202:1530,0.0,0.0,0.0,0.0,0.0,24.46,2.62,0.0
20230202:1630,0.0,0.0,0.0,0.0,0.0,23.96,2.48,0.0
20230202:1730,0.0,0.0,0.0,0.0,0.0,23.29,2.41,0.0
20230202:1830,0.0,0.0,0.0,0.0,0.0,22.7,2.48,0.0
20230202:1930,0.0,0.0,0.0,0.0,0.0,21.36,2.34,0.0
20230202:2030,0.0,0.0,0.0,0.0,0.0,20.73,2.41,0.0
20230202:2130,0.0,0.0,0.0,0.0,0.0,20.36,2.28,0.0
20230202:2230,0.0,0.0,0.0,0.0,0.0,19.77,2.21,0.0
20230202:2330,0.0,0.0,0.0,0.0,0.0,19.18,2.14,0.0
20230203:0030,0.0,0.0,0.0,0.0,0.0,18.67,2.14,0.0
20230203:0130,4.83,0.0,15.7,0.0,1.85,18.16,2.0,0.0
20230203:0230,137.93,130.2,70.9,0.0,15.69,18.16,1.72,0.0
20230203:0330,317.02,294.6,110.55,0.0,29.07,20.62,2.21,0.0
20230203:0430,426.09,387.9,147.5,0.0,41.62,22.53,3.17,0.0
20230203:0530,289.79,82.1,289.05,0.0,52.47,23.92,3.59,0.0
20230203:0630,172.52,28.15,200.3,0.0,59.73,24.22,3.66,0.0
20230203:0730,262.53,124.65,210.55,0.0,60.62,23.92,3.45,0.0
20230203:0830,217.36,55.4,227.8,0.0,54.64,24.77,3.59,0.0
20230203:0930,174.88,39.65,192.45,0.0,44.43,25.12,3.66,0.0
20230203:1030,115.81,26.45,134.5,0.0,32.18,25.37,3.52,0.0
20230203:1130,25.17,2.2,44.6,0.0,18.95,25.45,3.24,0.0
20230203:1230,2.07,2.85,9.48,0.0,5.21,24.95,2.48,0.0
